,City,Country,Latitude,Longitude,Elevation,Max Temp,Humidity,Wind Speed,Cloudiness,Date,Adj Temp,Elevation (ft)
9702,Arjawinangun,ID,-6.65,108.41,12.49422264099121,84.39,92,10.45,0,1538018364,84.53347040893314,40.9915454094696
9703,Civitanova Marche,IT,43.31,13.72,9.536099433898926,53.43,86,8.77,0,1538018364,53.539502457633496,31.28641646671295
9704,North Fort Myers,US,26.67,-81.88,1.373779654502869,78.08,96,5.82,75,1538017320,78.09577502934587,4.5071512416791935
9705,Sekoma,BW,-24.51,23.93,1075.4267578125,65.13,59,3.18,76,1538018365,77.47906093435546,3528.3031241015624
9706,Adiake,CI,5.29,-3.3,36.73800277709961,78.8,88,8.05,75,1538017200,79.22186028160927,120.53150903121949
9707,Brighton,US,43.15,-77.55,134.1644287109375,57.02,80,4.7,75,1538016900,58.560602085021976,440.17202429199216
9708,Citluk,BA,43.23,17.7,222.5956573486328,50,39,4.7,0,1538017200,52.55605257759491,730.3007364556885
9709,Ampere,BR,-25.92,-53.47,495.9747009277344,64.32,95,4.07,56,1538018366,70.0152477322711,1627.213637791748
9710,Oulainen,FI,64.27,24.8,68.96068572998047,42.45,97,15.7,92,1538018366,43.241871416596226,226.24897617034912
9711,Texarkana,US,33.44,-94.04,108.7937545776367,64.04,77,3.36,90,1538016780,65.28927215618974,356.9349017684936
9712,Azangaro,PE,-14.91,-70.2,3864.620361328125,51.8,14,5.82,75,1538013600,96.17720373190917,12679.201066259766
9713,Matias Romero,MX,16.88,-95.03,208.8679962158203,75.39,89,6.2,44,1538018367,77.78841866846649,685.262476704712
9714,Nizhyn,UA,51.05,31.88,121.0977783203125,44.79,68,18.72,88,1538018367,46.18055852258545,397.3024350244141
9715,Rio Das Ostras,BR,-22.53,-41.95,2.593398571014404,73.4,83,8.05,0,1538013600,73.42977984018705,8.508525767726896
9716,Ipubi,BR,-7.65,-40.15,539.91552734375,74.76,52,12.24,0,1538018367,80.95981760555665,1771.3764587304688
9717,Point Pleasant,US,40.08,-74.07,4.804336547851562,73.94,90,14.99,40,1538016960,73.99516790831879,15.762259519653318
9718,Moratuwa,LK,6.77,79.88,1.568261504173279,80.6,78,3.36,20,1538014200,80.61800825275672,5.145215073351861
9719,Novaya Zaimka,RU,56.49,66.92,111.3257293701172,55.05,57,13.47,0,1538018368,56.32834667081329,365.2419059466553
9720,Silleda,ES,42.7,-8.25,479.2288818359375,66.2,77,5.82,0,1538017200,71.70295649638916,1572.2732846826173
9721,Kurakh,RU,41.58,47.78,1369.655639648438,45.33,100,1.72,92,1538018369,61.05767353074463,4493.621008784181
9722,Conceicao Do Coite,BR,-11.56,-39.28,409.8694763183594,68.28,92,8.1,8,1538018369,72.98650660439515,1344.7161726843262
9723,Agucadoura,PT,41.43,-8.78,9.754961013793945,64.4,93,2.28,0,1538017200,64.51201563202375,32.00446629249573
9724,Pandan Niog,PH,6.23,120.56,-142.3711853027344,83.58,100,11.68,24,1538018369,81.94516022143982,-467.09707958862316
9725,Panchagarh,BD,26.33,88.56,74.46221923828125,77.82,97,5.08,80,1538018370,78.67504519578003,244.29862736572267
9726,Sint-Niklaas,BE,51.16,4.14,18.38070297241211,51.8,93,3.36,0,1538016900,52.011064509390025,60.30414554000854
9727,Madison Heights,US,42.49,-83.11,193.1168212890625,57.2,66,5.82,1,1538017200,59.41754887185303,633.5853919580078
9728,Banswara,IN,23.55,74.45,224.9362335205078,78.09,88,4.52,0,1538018370,80.67292927334198,737.9797923834228
9729,Santa Maria Da Boa Vista,BR,-8.8,-39.83,365.3582153320312,75.39,58,14.03,0,1538018371,79.58538646516479,1198.6818471899412
9730,Kaihua,CN,29.14,118.41,133.9509887695312,72.51,70,4.97,20,1538018371,74.0481511669812,439.4717619946287
9731,Carlsbad,US,33.16,-117.35,14.74075031280518,68,90,3.36,90,1538017320,68.16926715139692,48.362043256263746
9732,Muzaffarpur,IN,26.12,85.39,59.20088958740234,87.8,79,2.24,20,1538017200,88.47980026307876,194.2286465939331
9733,Colorines,MX,18.88,-96.98,930.0963745117188,57.21,94,1.5,24,1538018371,67.8902408627356,3051.4973893530273
9734,Accra,GH,5.56,-0.21,27.4403018951416,78.8,88,9.17,75,1538017200,79.1150953402438,90.02724006965637
9735,Shulan,CN,44.41,126.94,245.2257843017578,64.23,69,3.4,0,1538018372,67.04591296759003,804.546562168579
9736,Koryazhma,RU,61.32,47.16,40.55466842651367,42.36,79,19.95,92,1538018372,42.82568682426155,133.0533783604431
9737,Batabano,CU,22.72,-82.29,11.39822196960449,77,94,4.7,20,1538013300,77.13088509898365,37.39574256675719
9738,Vryburg,ZA,-26.96,24.73,1194.981323242188,52.98,63,2.95,0,1538018373,66.70189883591064,3920.5425245459
9739,Spentrup,DK,56.54,10.03,45.4840087890625,53.6,93,10.29,44,1538016600,54.12229014388428,149.2257553955078
9740,Wasserburg,DE,48.44,10.27,454.0870056152344,41,100,1.12,0,1538016600,46.2142538402594,1489.7868115026856
9741,Yanji,CN,42.89,129.5,179.9586639404297,61.08,68,3.18,12,1538018373,63.14645454050812,590.4155830023193
9742,Krsko,SI,45.96,15.49,163.4053344726562,37.4,93,2.39,0,1538017200,39.27637365142944,536.1067575512693
9743,Ivolginsk,RU,51.75,107.28,538.3056030273438,44.6,56,13.42,75,1538015400,50.781330941226805,1766.0945546362304
9744,Semaria,IN,24.31,79.97,312.9866638183594,84.66,54,4.18,0,1538018374,88.2540070814264,1026.859166121826
9745,Usman,RU,52.05,39.74,138.7368927001953,42.8,68,8.95,0,1538015400,44.39310741466278,455.17354704650876
9746,Horizontina,BR,-27.63,-54.31,315.4515686035156,64.59,93,2.62,68,1538018375,68.21231143518006,1034.9461243371582
9747,Haikou,CN,20.04,110.34,5.730666637420654,86,70,6.71,0,1538013600,86.0658049011575,18.80140033071518
9748,Fandriana,MG,-20.24,47.38,1396.565063476562,45.69,98,2.84,8,1538018375,61.726672829997554,4581.906522856444
9749,Lira,UG,2.25,32.9,1104.400024414062,64.95,89,2.62,0,1538018376,77.63175921634522,3623.3597760986313
9750,Bullas,ES,38.05,-1.67,651.5223388671875,63.15,99,4.97,92,1538018376,70.63139192587158,2137.5405502490235
9751,Nouna,BF,12.73,-3.87,274.5937805175781,72.51,94,6.76,20,1538018376,75.66314390605652,900.898258873291
9752,Morwell,AU,-38.24,146.4,80.92710876464844,68.19,48,5.64,0,1538018376,69.11928113431793,265.5088955194092
9753,Curumani,CO,9.2,-73.54,60.52888870239258,77.46,98,1.39,64,1538018377,78.15504959723624,198.58559921035766
9754,Achit,RU,56.8,57.9,229.0266723632812,45.87,100,6.76,92,1538018377,48.499899537147215,751.3998677563475
9755,Vieira De Leiria,PT,39.87,-8.94,29.86894989013672,66.2,88,1.12,0,1538017200,66.54298335945145,97.99524555755615
9756,Llandrindod Wells,GB,52.24,-3.38,217.0011444091797,40.29,85,2.62,0,1538018377,42.781811121181946,711.9460346234131
9757,Como,IT,45.81,9.09,216.7767639160156,50,93,1.12,0,1538016600,52.48923457344177,711.2098781262206
9758,Brzeg Dolny,PL,51.27,16.72,117.040885925293,57.2,44,8.05,75,1538017200,58.54397347062699,383.99242017913826
9759,Mpanda,TZ,-6.34,31.07,1092.512939453125,72.96,42,10.67,0,1538018378,85.50526053296386,3584.3601522753906
9760,Ponerihouen,NC,-21.08,165.4,23.08196258544922,69.27,100,22.64,100,1538018378,69.53504879145095,75.72822612884521
9761,Mudanjiang,CN,44.58,129.6,241.0951538085938,60.72,73,3.18,0,1538018379,63.48848118547485,790.9946244213869
9762,Bonao,DO,18.94,-70.41,178.3635559082031,75.2,100,1.16,40,1538013600,77.24813801068055,585.1822887658691
9763,Point Pedro,LK,9.82,80.23,10.76096057891846,79.98,100,9.66,48,1538018379,80.10356746467009,35.30498990573884
9764,Gaya,NE,11.88,3.46,169.0177764892578,76.2,80,6.64,0,1538018379,78.14082098635956,554.5202818170166
9765,Donghai,CN,34.52,118.76,37.30942153930664,72.06,74,8.99,64,1538018380,72.48842184897057,122.4062425630188
9766,Vladeni,RO,47.72,26.52,293.5458984375,39.2,69,10.29,0,1538017200,42.57076993900391,963.0771254296875
9767,Villerupt,FR,49.47,5.93,324.647216796875,50,61,4.7,0,1538017200,53.727904511645505,1065.1155747558594
9768,Goedereede,NL,51.82,3.98,0.5376269817352295,62.6,77,14.99,0,1538016900,62.606173538373646,1.7638681067562103
9769,Esmeralda,CU,21.85,-78.12,36.50400161743164,78.8,88,6.93,12,1538013000,79.21917326033287,119.76378866653442
9770,Viloco,BO,-16.87,-67.5,4475.8623046875,46.95,97,1.61,0,1538018381,98.34605829298829,14684.588083710938
9771,Ndioum,SN,16.51,-14.65,18.56977844238281,84.84,43,7.31,24,1538018381,85.05323565166718,60.924471904907215
9772,Kot Addu,PK,30.47,70.97,132.8238220214844,78.8,78,8.21,48,1538013600,80.32520797884338,435.77370824096687
9773,Prokudskoye,RU,55.01,82.46,117.1191101074219,55.4,87,2.24,12,1538015400,56.74487171421692,384.24906120483405
9774,Brodokalmak,RU,55.57,62.07,153.6507873535156,55.4,62,11.18,40,1538015400,57.164362772133174,504.1036491809081
9775,Bujaru,BR,-1.52,-48.04,14.78807067871094,77,83,9.17,0,1538017200,77.1698105283194,48.517293805541996
9776,Rincon De La Victoria,ES,36.72,-4.28,25.53933715820312,77,69,10.29,40,1538017200,77.29326667622742,83.79047892211914
9777,Millbrook,US,32.48,-86.36,59.52495956420898,73.04,97,2.73,1,1538016960,73.72352153917825,195.29186833663937
9778,Arequipa,PE,-16.4,-71.54,2328.368896484375,53.6,40,3.36,0,1538013600,80.33652033619629,7639.005810341797
9779,Albacete,ES,39,-1.86,686,60.8,87,9.17,75,1538017200,68.67729684,2250.65624
9780,Carayao,PY,-25.18,-56.4,115.7535781860352,71.7,86,5.97,88,1538018383,73.02919139309556,379.76896945587174
9781,Loucovice,CZ,48.62,14.26,670.39111328125,39.2,93,2.24,0,1538016600,46.8980609303418,2199.445980097656
9782,Kensington,CA,46.44,-63.64,36.92109680175781,68,100,24.16,90,1538017200,68.42396273930878,121.1322112310791
9783,Frejus,FR,44.93,6.54,1945.056884765625,30.57,77,1.61,0,1538018384,52.904971504350584,6381.420429814453
9784,Grenaa,DK,56.42,10.88,10.75377750396729,53.6,93,10.29,36,1538016600,53.723484981851406,35.281423386116046
9785,Kempsey,AU,-31.08,152.84,6.852444648742676,63.96,91,6.08,80,1538018385,64.03868621075483,22.48177450138092
9786,Gweru,ZW,-19.46,29.82,1424.477294921875,55.23,64,4.74,0,1538018385,71.58718730895019,4673.482088271484
9787,Give,DK,55.85,9.24,101.6821823120117,57.2,100,9.17,92,1538016600,58.36761039855789,333.6029710165405
9788,Suslovo,RU,56.22,88.12,194.309326171875,56.31,96,4.07,88,1538018385,58.54124233387207,637.4978096777344
9789,Date,JP,42.53,140.93,303.5606689453125,60.8,72,4.7,75,1538015400,64.28576894785888,995.933985102539
9790,Mikhaylovskoye,RU,43.1,44.64,607.0755615234375,42.27,99,2.62,76,1538018386,49.241012248439944,1991.7177852685547
9791,Washougal,US,45.58,-122.35,16.38009071350098,71.96,56,4.7,1,1538016780,72.14809159885769,53.740456816482556
9792,Puerto Wilches,CO,7.35,-73.9,65.46855926513672,79.71,90,2.39,56,1538018386,80.461771537928,214.79186797943115
9793,Kalevala,RU,65.2,31.17,101.230354309082,38.31,99,5.97,68,1538018387,39.47242208470993,332.1205956314086
9794,Lodi,US,38.13,-121.27,17.42319488525391,80.96,29,4.7,1,1538017080,81.16006950147568,57.162714707336434
9795,Biggar,CA,52.06,-107.98,669,49.83,47,15.37,36,1538018387,57.51208686,2194.88196
9796,Peta,GR,39.17,21.03,152.2052154541016,62.6,42,24.16,20,1538016600,64.34776335674653,499.36095907043466
9797,Poplar Bluff,US,36.76,-90.39,103.5347900390625,64.4,75,4.7,1,1538016900,65.58888378193116,339.6810805517578
9798,Gaur,NP,26.77,85.27,78.35853576660156,81.15,90,3.62,32,1538018388,82.04978636469575,257.0818184844971
9799,Mufumbwe,ZM,-13.68,24.8,1140.87646484375,62.43,48,9.78,0,1538018388,75.53061599321289,3743.033140917969
9800,Bambui,BR,-20.01,-45.98,679.6746826171875,68.19,48,6.76,20,1538018388,75.9946636000122,2229.9038857177734
9801,Bitburg,DE,49.97,6.52,328.7265930175781,50,78,2.51,1,1538016960,53.77474774402527,1078.499355435791
9802,Tremedal,BR,-14.98,-41.41,537.5763549804688,66.2,77,14.99,75,1538013600,72.37295702965943,1763.7020084741212
9803,Dalkola,IN,25.88,87.84,39.49169158935547,83.4,96,4.97,0,1538018389,83.85348072501908,129.565921434021
9804,Melilla,ES,35.29,-2.94,8.158222198486328,75.2,78,2.24,68,1538017200,75.29368037601189,26.765821717681884
9805,Myszkow,PL,50.58,19.32,301.3947143554688,50,57,10.29,75,1538017200,53.46089742126099,988.8278346459963
9806,Bayshore Gardens,US,27.43,-82.59,6.459402561187744,82.04,87,6.93,20,1538018100,82.11417293204597,21.192266298847198
9807,Zatyshshya,UA,47.33,29.87,185.6595611572266,30.75,77,6.31,0,1538018390,32.881917601194765,609.1193146270753
9808,Zomba,MW,-15.39,35.33,911.5274047851562,67.38,67,7.65,0,1538018391,77.84701449750366,2990.575570715332
9809,Tuymazy,RU,54.61,53.71,112.4231109619141,44.88,96,5.08,80,1538018391,46.170947837789,368.84223936828624
9810,Sikeston,US,36.88,-89.59,99.63124084472656,64.4,78,3.36,1,1538016900,65.54405956074555,326.8741602130127
9811,Manaia,NZ,-39.55,174.12,69.15316009521484,54.24,91,7.65,36,1538018391,55.034081588183746,226.88045376678465
9812,Alzamay,RU,55.55,98.67,286.3973388671875,41.37,82,6.42,68,1538018392,44.65868345837158,939.6238452490235
9813,Key Biscayne,US,25.69,-80.16,0.8939375877380371,84.02,82,13.87,20,1538016960,84.03026503168374,2.9328661953544617
9814,Kettering,GB,52.4,-0.73,76.93636322021484,59,87,1.12,75,1538016600,59.88345564267593,252.41589790740966
9815,Montlucon,FR,46.33,2.6,203.4997406005859,44.25,83,2.62,0,1538018393,46.58677531133209,667.6500889520263
9816,Gorakhpur,IN,26.76,83.37,83.6168212890625,85.29,67,4.63,8,1538018393,86.25016694185304,274.3334119580078
9817,Kara-Tyube,RU,44.63,45.44,21.64800071716309,52.08,83,3.85,68,1538018393,52.32858269335514,71.02362667289735
9818,Porto Recanati,IT,43.44,13.66,3.784453153610229,53.43,86,8.77,0,1538018393,53.47345664849572,12.416185284490584
9819,Cahir,IE,52.37,-7.93,50.35822296142578,51.8,100,3.36,75,1538017200,52.37826045277267,165.21727222076416
9820,Mardin,TR,37.32,40.72,928.484375,69.8,39,1.12,0,1538017200,80.4617303690625,3046.208676875
9821,Susangerd,IR,31.56,48.19,14,73.4,38,2.24,0,1538013600,73.56076116000001,45.93176
9822,Papar,MY,5.73,115.93,8.681777954101562,89.6,62,8.05,75,1538017200,89.69969233534026,28.48352438293457
9823,Sebezh,RU,56.29,28.48,141.4993591308594,46.59,84,14.03,20,1538018395,48.21482865093812,464.23675741088874
9824,Salsk,RU,46.48,41.54,30,40.11,86,3.06,0,1538018395,40.4544882,98.4252
9825,Telenesti,MD,47.5,28.37,62.78963088989258,37.4,74,4.7,0,1538017200,38.12100956413078,206.00273260879516
9826,Kelheim,DE,48.92,11.87,345.0317993164062,39.2,99,3.51,1,1538016960,43.16197944964234,1131.9941284692381
9827,Pithapuram,IN,17.11,82.25,20.54664611816406,80.79,91,3.74,24,1538018396,81.02593590457612,67.41025845031737
9828,Berlin,US,41.62,-72.75,19.23566055297852,73.4,93,5.82,90,1538018100,73.62088193599023,63.109124568634044
9829,Bucak,TR,37.46,30.59,834.8948974609375,68,62,6.93,0,1538016600,77.5870480138501,2739.156575385742
9830,Chakia,IN,26.42,85.05,64.04344940185547,83.85,87,4.63,0,1538018397,84.58540708687454,210.1163105355835
9831,Logon,PH,11.33,124.11,0,85.29,90,17.38,8,1538018397,85.29,0.0
9832,Kursk,RU,51.74,36.18,170.5140533447266,42.8,70,11.18,0,1538015400,44.75800264371429,559.4293267755128
9833,Sernur,RU,56.93,49.15,159.0843963623047,36.42,86,12.8,0,1538018398,38.24675657836457,521.9304509613037
9834,Micomeseng,GQ,2.15,10.62,508.4613342285156,69.63,99,1.05,88,1538018398,75.46863099326599,1668.1802837902833
9835,Pawai,IN,24.27,80.17,324.7306823730469,83.31,64,4.41,0,1538018398,87.03886294184876,1065.3894119567872
9836,Cross Lanes,US,35.39,-94.21,118.526008605957,60.98,77,3.36,90,1538016900,62.34102704526168,388.86487007476796
9837,Sao Luis De Montes Belos,BR,-16.52,-50.37,591,73.41,41,4.63,20,1538018399,80.19641754,1938.97644
9838,Draguignan,FR,43.54,6.46,183.9933929443359,60.8,93,2.39,0,1538017200,62.91278509157623,603.652883307495
9839,Sayla,IN,22.55,71.48,133.2951049804688,76.65,85,5.75,0,1538018399,78.18061969278443,437.31991222412125
9840,Mungaa,TZ,-4.97,34.86,1628.738647460938,60.81,90,15.03,44,1538018399,79.5127081644751,5343.630904135744
9841,Nanma,CN,35.7,113.14,1009.928771972656,62.43,65,4.74,24,1538018400,74.02695149283569,3313.414712238769
9842,Obihiro,JP,42.92,143.2,40.99609756469727,53.6,93,3.36,75,1538013600,54.070755728569566,134.5016367341614
9843,Hrodna,BY,53.68,23.83,127.7788391113281,52.26,84,25.1,92,1538018400,53.72727674278503,419.22192651000967
9844,Mahalingpur,IN,16.38,75.12,572.5706787109375,73.68,100,5.41,68,1538018400,80.25479474939698,1878.5127855419921
9845,Lyman,UA,48.98,37.82,109,35.7,99,8.43,0,1538018401,36.95164046,357.61156
9846,Carmarthen,GB,51.86,-4.31,24.59648323059082,44.6,93,2.24,0,1538013000,44.88243994114788,80.69712604225158
9847,Moyamba,SL,8.16,-12.43,51.28984069824219,71.7,99,1.61,80,1538018401,72.28895816334747,168.2737609564209
9848,Manhush,UA,47.06,37.31,52.08807373046875,50.91,100,8.32,0,1538018401,51.50812422536254,170.89263581787108
9849,Salon,IN,26.03,81.45,108.010383605957,83.4,90,3.62,24,1538018402,84.64027675432419,354.36478694976796
9850,Kichmengskiy Gorodok,RU,59.99,45.81,102.5395584106445,41.46,89,16.71,92,1538018402,42.63745559685593,336.4158848159789
9851,Jinan,CN,36.65,117.11,125.8270492553711,72.51,64,4.18,8,1538018402,73.95486445697648,412.8184162789917
9852,Sibiti,CG,-3.69,13.35,506.4307250976562,70.53,91,4.74,64,1538018403,76.34531363045288,1661.5181801293943
9853,Pao De Acucar,BR,-9.75,-37.44,18.6922664642334,69.81,87,6.98,20,1538018403,70.02464217427281,61.326335506515505
9854,Sarahan,IN,31.51,77.79,2055.159912109375,28.95,49,1.72,0,1538018403,52.54927796115723,6742.650846044922
9855,Bagnols-Sur-Ceze,FR,44.16,4.62,55.19844436645508,55.4,87,3.36,0,1538017200,56.03384042475334,181.09726421524047
9856,Baldeo,IN,27.42,77.82,175.3200073242188,82.41,70,4.63,0,1538018404,84.42318912490356,575.1968928295901
9857,Torre Santa Susanna,IT,40.47,17.74,70.09349060058594,62.6,42,23.04,0,1538016900,63.404879346957095,229.96552770202638
9858,Yvetot,FR,49.62,0.75,144.1651611328125,48.2,87,2.24,0,1538017200,49.855439895378424,472.9828272509766
9859,Hedaru,TZ,-4.5,37.91,666.2538452148438,65.13,99,4.41,92,1538018405,72.78055292937134,2185.872265534668
9860,Pingdu,CN,36.79,119.95,54.27239990234375,71.6,49,8.95,0,1538013600,72.22320671173462,178.05906049560548
9861,Buwenge,UG,0.65,33.17,1130.741333007812,66.48,92,6.76,0,1538018405,79.46423488244872,3709.78139498535
9862,Albi,FR,43.93,2.15,179.2239837646484,50,87,8.05,0,1538017200,52.05801825213043,588.005214894409
9863,Worcester,ZA,-33.65,19.45,229.4465637207031,47.13,95,2.39,80,1538018406,49.76472112441101,752.7774641174316
9864,Picota,PE,-6.92,-76.33,219.6195526123047,62.6,290,1.39,20,1538013600,65.12187814547394,720.5366129925537
9865,Atkarsk,RU,51.88,45.01,191,34.53,93,9.66,0,1538018406,36.723241540000004,626.64044
9866,Tjome,NO,59.11,10.39,15.79790878295898,51.8,61,8.05,44,1538016600,51.98140643868019,51.83041105148314
9867,Suihua,CN,46.64,126.99,181.25048828125,64.41,87,4.63,0,1538018407,66.49128848190429,594.6538519726563
9868,Vizianagaram,IN,18.12,83.4,61.52999114990234,83.58,87,4.63,12,1538018407,84.28654519657486,201.87005616424557
9869,Leerdam,NL,51.9,5.09,0.274856299161911,53.6,81,6.93,0,1538016900,53.6031561583919,0.9017595405423641
9870,Liseleje,DK,56.01,11.96,7.873089790344238,57.2,93,16.11,20,1538016600,57.29040621767714,25.83034790775299
9871,Aken,DE,51.85,12.05,55.92755126953125,50,66,8.05,40,1538016600,50.64221271557495,183.4893473071289
9872,Luckenwalde,DE,52.09,13.16,50.02450180053711,59,54,9.17,75,1538016600,59.57442835270546,164.12238648727416
9873,Castrolibero,IT,39.31,16.19,475.0117492675781,50,71,4.7,20,1538016600,55.45453141613464,1558.437547467041
9874,Nekhayevskiy,RU,50.41,41.76,89.88355255126953,34.98,92,9.1,0,1538018408,36.01212744093307,294.89355455230714
9875,Herrin,US,37.8,-89.03,126.4746398925781,57.92,88,5.75,1,1538018100,59.37230070140808,414.9430575451659
9876,Lienz,AT,46.83,12.77,671.2088623046875,28.68,46,1.95,0,1538018409,36.38745109331299,2202.128883803711
9877,Dungarpur,IN,23.85,73.71,289.1068725585938,77.28,86,1.83,0,1538018409,80.59979687117799,948.5133917651369
9878,Govindgarh,IN,27.5,77,214,81.96,73,4.41,0,1538018410,84.41734915999999,702.09976
9879,Cutler Ridge,US,34.78,-82.42,284.3479919433594,73.04,100,9.89,75,1538016960,76.30515093060609,932.9002658874512
9880,Cudahy,US,33.96,-118.19,37.50514602661133,78.8,83,6.93,75,1538017080,79.23066934151481,123.04838328994751
9881,Koindu,SL,8.22,-10.76,300.2838745117188,69.63,100,3.18,92,1538018410,73.07814171398559,985.1833468530275
9882,Madalag,PH,11.53,122.31,39.03493499755859,83.85,74,5.19,44,1538018411,84.29823581648085,128.0673761373901
9883,Selfoss,IS,63.94,-21,6.082192420959473,39.2,80,2.24,75,1538013600,39.26984145063834,19.954700182380677
9884,Librazhd,AL,41.18,20.32,258.74853515625,48.2,45,9.17,0,1538016600,51.171193904287115,848.9125440820312
9885,Killam,CA,52.79,-111.86,681,49.11,55,13.69,88,1538018411,56.92988214,2234.25204
9886,Mimongo,GA,-1.62,11.6,552.4490966796875,70.17,99,2.62,92,1538018412,76.51373983022705,1812.497094350586
9887,Palmira,PA,8.72,-82.45,911.6114501953125,73.4,100,2.24,40,1538013600,83.86797958590577,2990.851310258789
9888,Kohima,IN,25.66,94.1,1518.613403320312,77.46,79,2.51,8,1538018412,94.89814659352294,4982.327598149413
9889,Jamame,SO,0.07,42.75,10.23306655883789,75.84,93,4.97,80,1538018412,75.95750568931115,33.573054088897706
9890,Kohlu,PK,29.9,69.25,1165.3349609375,67.47,53,3.74,56,1538018412,80.85147143634765,3823.2775532421874
9891,Saqqez,IR,36.24,46.27,1487.666625976562,40.29,58,3.62,0,1538018413,57.3727866060913,4880.796173168944
9892,Mochalishche,RU,56.33,48.35,91.29955291748047,37.4,93,11.18,40,1538015400,38.44838728817825,299.5392251937866
9893,Highland Park,US,42.18,-87.8,212.4911956787109,60.08,96,3.36,1,1538016900,62.52002365050689,697.1496144305419
9894,Cuxhaven,DE,53.87,8.7,4.192009449005127,59,82,12.75,75,1538014800,59.04813659298236,13.753312280673981
9895,Bojonegoro,ID,-7.15,111.88,21.11733245849609,90.33,43,4.97,0,1538018414,90.57248906158097,69.28258902313232
9896,Alamos,MX,27.02,-108.93,380.7489013671875,85.56,49,4.07,0,1538018415,89.93211678946534,1249.1762255615233
9897,Esfarayen,IR,37.08,57.51,1265.613403320312,62.6,51,2.17,0,1538013600,77.13296277352295,4152.275078149412
9898,Cabrobo,BR,-8.51,-39.31,335.2746887207031,77.01,54,13.24,0,1538018415,80.85993913409851,1099.9826097424316
9899,Grodzisk Wielkopolski,PL,52.23,16.36,84.45066833496094,57.2,54,10.29,90,1538017200,58.169741957450256,277.06913070007323
9900,Gwembe,ZM,-16.5,27.61,1251.492919921875,68.01,54,7.87,0,1538018416,82.3808181098877,4105.948031396484
9901,Corrente,BR,-17.45,-44.68,512.13720703125,67.92,57,7.43,0,1538018416,73.80084082010742,1680.2402343164063
9902,Chesapeake,US,36.72,-76.25,5.725820064544678,78.98,95,3.36,1,1538017140,79.04574924825197,18.78549950056076
9903,Cauquenes,CL,-35.97,-72.32,171.4551544189453,51.99,87,3.4,92,1538018417,53.95880925088348,562.5169288238525
9904,Taxco,MX,18.56,-99.61,1981.208862304688,63.6,72,1.05,20,1538018417,86.35010249331299,6500.029283803712
9905,Bad Salzungen,DE,50.81,10.23,264.2090759277344,46.4,65,9.17,20,1538016600,49.43389696633362,866.827704666748
9906,Tullow,IE,52.8,-6.74,76,57.2,87,8.05,20,1538013600,58.072703440000005,249.34384
9907,Roncesvalles,CO,4.01,-75.61,2551.931640625,75.2,94,1.95,75,1538013600,104.50367791339843,8372.479403828125
9908,Guantanamo,CU,20.14,-75.21,52.00355529785156,80.42,78,3.36,40,1538013360,81.01715370527191,170.61534436340332
9909,Takab,IR,36.4,47.11,1790.936889648438,36.96,79,1.83,20,1538018418,57.525220847619636,5875.777385034181
9910,Astaneh-Ye Ashrafiyeh,IR,37.26,49.94,-7,71.6,94,1.5,90,1538015400,71.51961942,-22.96588
9911,Dobresti,RO,46.85,22.3,268.5619812011719,37.4,93,5.82,36,1538017200,40.48388111641418,881.1088904040528
9912,Kermanshah,IR,34.32,47.07,1367.740844726562,51.8,23,4.7,0,1538015400,67.50568605554443,4487.3388730126935
9913,Lapas,GR,38.1,21.42,13.02124786376953,64.4,36,21.92,20,1538016600,64.5495222079448,42.720630841369626
9914,Qiryat Shemona,IL,33.21,35.57,138.0035552978516,77,88,3.36,40,1538017500,78.58468654527191,452.7675843634034
9915,Luneburg,DE,53.25,10.4,22.99560737609863,60.8,77,10.29,75,1538016600,61.064057179763296,75.44490850379943
9916,El Vigia,VE,8.62,-71.65,119.366325378418,82.4,96,1.16,75,1538013600,83.77067635234086,391.6218149545289
9917,Valuyki,RU,50.21,38.1,110.9271621704102,35.43,86,11.23,32,1538018420,36.70376994757309,363.9342707351686
9918,Obigarm,TJ,38.72,69.71,1351.993286132812,37.68,77,1.61,92,1538018420,53.20485778506591,4435.673652875975
9919,Tosya,TR,41.02,34.04,879.5599365234375,44.6,93,1.12,40,1538016600,54.69993397750244,2885.695422143555
9920,Togitsu,JP,32.83,129.83,87.97622680664062,78.8,54,12.75,20,1538013600,79.81022573384705,288.6359239562988
9921,Napasar,IN,27.97,73.56,237,85.2,44,4.52,0,1538018421,87.92145678,777.55908
9922,Oskemen,KZ,49.96,82.61,287.9219665527344,44.6,100,2.24,20,1538015400,47.90619066660706,944.6259047448731
9923,Tema,GH,5.66,-0.01,31.81777763366699,78.8,88,9.17,75,1538017200,79.16536163150074,104.38903757164
9924,Afsin,TR,38.25,36.91,1243.915893554688,35.61,88,2.73,8,1538018422,49.89381157073487,4081.089020209962
9925,Bom Jesus Do Galho,BR,-19.83,-42.32,496.159912109375,69.09,63,9.22,0,1538018422,74.78737450115723,1627.8212860449219
9926,Monteprandone,IT,42.92,13.83,187.9694519042969,46.4,75,4.7,0,1538016600,48.558441938049924,616.6976965856934
9927,Guigue,VE,10.09,-67.78,439.3724365234375,75.2,83,2.62,75,1538013600,80.24528732625245,1441.5106646435547
9928,Oberriet,CH,47.32,9.57,421.9719543457031,44.6,100,2.24,0,1538016600,49.44547863343445,1384.4224666955565
